Title,Price,Description,Image URL,Link,Type,Brand,Ingredients
Azarine Basic Skincare Kit (Sunscreen + Toner + Serum) Berjerawat Aging Mencerahkan Wajah Hydrating - ACNE RESCUER COMPLETE,114999.0,"PAKET SKINCARE SUNSCREEN + TONER + SERUM Acne Rescuer Complete -> Kulit Berjerawat Calm My Acne Sunscreen (Suncreen - Pagi hari) Mild Purifying Toner (Toner - Pagi & Malam) Acne Spot Serum (Serum - Pagi & Malam - Hanya pada bagian yg berjerawat) Barrier Savior Complete -> Kulit dengan skin barrier rusak atau kulit sensitif Cicamide Barrier Sunscreen (Sunscreen - Pagi hari) Moisture Rich Toner (Toner - Pagi & Malam) Hydramax Water Bank Serum (Serum - Pagi & Malam) Ready to Glow -> Membantu mencerahkan kulit Hydramax-C Sunscreen Serum (Sunscreen - Pagi hari) Multi-Acids Glowing Toner (Toner - Pagi & Malam) Brightening C-Glow Serum (Serum - Pagi & Malam) Blemish Free Kit -> Pori - pori besar & berjerawat, Oil Control Hydrasoothe Sunscreen Gel (Sunscreen - Pagi hari) Mild Purifying Toner (Toner - Pagi & Malam) Pore Tightening Serum (Serum - Pagi & Malam) Forever Young Kit -> Anti Aging (anti penuaan) Hydrasoothe Sunscreen Gel (Sunscreen - Pagi hari) Polypeptide Fresh Vitality Toner (Toner - Pagi & Malam) Retinol Smooth Glowing Serum (Serum - Malam hari)",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/64550817f9d04e17981ecb7e18b8ae3a~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-basic-skincare-kit-sunscreen-toner-serum-berjerawat-aging-mencerahkan-wajah-hydrating-1729662188115692440?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Sunblock,Azarine,Ingredients tidak ditemukan.
Azarine Active Bright - Brightening Creamy Facial Foam 50gr | Face Wash All Skin Type - Active Bright Facial Wash,21500.0,"pH BALANCE FACE WASH TANPA KETARIK/ BUAT KERING Sabun cuci muka yang dapat digunakan setiap hari dengan tekstur creamy yang lembut tanpa bikin kering atau terasa tertarik. Dengan PH Balance (PH 5-5.5) diformulasikan dengan bahan aktif Niacinamide dan Arbutin yang berfungsi untuk membersihkan, menyegarkan, mencerahkan sekaligus menjaga hidrasi kulit. Brightening Creamy Facial Foam dapat digunakan untuk semua jenis kulit termasuk kulit yang sensitif. Key Ingredients: 1. Niacinamide: Melembapkan, memudarkan bekas jerawat dan mengontrol sebum. 2. Arbutin: Mencerahkan kulit kusam, flek hitam, dan bekas jerawat.",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/e6e9fb1eef4c40e5947329d7736e284c~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-active-bright-brightening-creamy-facial-foam-50gr-face-wash-all-skin-type-1731249343385601944?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Face Wash,Azarine,"1. Niacinamide: Melembapkan, memudarkan bekas jerawat dan mengontrol sebum. 2. Arbutin: Mencerahkan kulit kusam, flek hitam, dan bekas jerawat."
Azarine Brightening Facial Cleanser 60 Ml,24900.0,"VITAMIN RICH DEEP CLEANSER Pembersih wajah yang kaya akan vitamin C untuk MENCERAHKAN dan MEMBERSIHKAN kulit dari kotoran dan sisa make up. kandungan Natural AHA dan BHA membantu mengangkat kotoran serta melembabkan kulit. kandungan 5 Ekstrak alami dari papaya, lemon, mulberry, yogurt dan bengkoang membantu mencerahkan dan menutrisi kulit wajah tampak lebih cerah, segar dan halus. KEUNGGULAN: -Whitening - Mild surfactant & deep cleansing - Non Drying - Oil Free - high Vitamin C & Extracts cara pakai : tuangkan secukupnya pada telapak tangan. basahi dengan air lalu gosok pada wajah, lalu bilas. Untuk hasil maksimal gunakan rangkaian C White Series lainnya. Full Ingredients : Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycerin, Salycilic Acid, Acrylates/C-10-20 Alkyl Acrylate Crosspolymer, Nonfat Dry Milk, Citrus Limon Fruit Extract, Sodium Chloride, DMDM Hydantoin, Fragrance, Yogurt Extract, Aloe Barbadensis Leaf Extract, Carica Papaya Fruit Extract, Pachyrrhizus Erosus Root Extract, Phenoxyethanol, Morus Alba Fruit Extrat, Citric Acid. Note : Ingredients from natural resources",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/4/24/b0b06b9c-b943-414f-ad23-fdab25b46a56.jpg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-brightening-facial-cleanser-60-ml?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Face Wash,Azarine,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycerin, Salycilic Acid, Acrylates/C-10-20 Alkyl Acrylate Crosspolymer, Nonfat Dry Milk, Citrus Limon Fruit Extract, Sodium Chloride, DMDM Hydantoin, Fragrance, Yogurt Extract, Aloe Barbadensis Leaf Extract, Carica Papaya Fruit Extract, Pachyrrhizus Erosus Root Extract, Phenoxyethanol, Morus Alba Fruit Extrat, Citric Acid. Note : Ingredients from natural resources"
Azarine Retinol Smooth Glowing Serum 20ml Ceramide Hitam Aging Memudarkan Mencerahkan,53500.0,"GENTLE ENCAPSULATED RETINOL + CERAMIDE Serum retinol dengan teknologi capsulated dan slow release untuk merawat kulit dengan minim iritasi. Kombinasi retinol, ceramide dan resveratrol mampu menyamarkan kerut, noda hitam dan memperbaiki tekstur kulit. Serum multifungsi ini hanya dapat di gunakan saat malam hari. Manfaat: 1. Mengurangi garis halus & kerut 2. Menstimulasi produksi kolagen kulit 3. Mempercepat proses pergantian sel 4. Mencerahkan kulit 5. Merapatkan pori agar tampak lebih kecil Full Ingridients: Aqua, Allantoin, Glycerin, Propanediol, Chlorphenesin, Xanthan Gum, Phenoxyethanol, Sodium Hyaluronate, Portulaca Oleracea Extract, Retinol, Ceramide 3, Cucumis Sativus (Cucumber) Fruit Extract, Resveratrol. (Note: Ingredients From Natural Resources)",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/0704c6b3634a4bd49878d3dc05dde7bf~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-retinol-smooth-glowing-serum-20ml-ceramide-hitam-aging-memudarkan-mencerahkan-1731363206548326296?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Serum,Azarine,From Natural Resources)
Azarine Brightening Glow Facial Cleanser with Symradiance 399 60 ml | Gentle Facial Wash Mencerahkan Untuk Kulit Kusam Dermatologically Tested,30500.0,"NEW!! BRIGHTENING GLOW FACIAL CLEANSER Pembersih wajah dengan formula lembut yang membersihkan kulit secara menyeluruh tanpa menyebabkan kulit terasa kering atau iritasi, cocok untuk semua jenis kulit. Membantu mencerahkan, melembabkan dan menutrisi kulit. Key Ingredients: - SymRadiance®399 ● Booster kecerahan tingkat lanjut yang meningkatkan kilau alami kulit. ● Perlindungan cahaya spektrum luas. ● Melindungi kulit dari hiperpigmentasi yang disebabkan oleh faktor lingkungan - Niacinamide ● Mencerahkan dan meratakan warna kulit ● Meningkatkan Penghalang Kulit dan Hidrasi - Anti-pollution ● Menetralkan radikal bebas dan mendetoksifikasi kulit. ● Membersihkan dan mengencangkan pori-pori, memperbaiki kompleksitas kulit. Cocok untuk: Semua Jenis Kulit Cara Pemakaian: - Tuangkan sedikit Azarine Brightening Glow Facial Cleanser ke tangan Anda dan buat busa. - Oleskan busa tersebut ke wajah yang basah dan pijat dengan lembut dalam gerakan melingkar selama 1-2 menit. - Bilas hingga bersih dengan air. - Gunakan dua kali sehari, pagi dan malam, untuk hasil optimal. BPOM No: NA18241206873",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/a0c01fe0f34347dfbcce35b1965a3c35~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-brightening-glow-facial-cleanser-with-symradiance-399-60-ml-gentle-facial-wash-mencerahkan-untuk-kulit-kusam-dermatologically-tested-1731249426723997592?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Face Wash,Azarine,"- SymRadiance®399 ● Booster kecerahan tingkat lanjut yang meningkatkan kilau alami kulit. ● Perlindungan cahaya spektrum luas. ● Melindungi kulit dari hiperpigmentasi yang disebabkan oleh faktor lingkungan - Niacinamide ● Mencerahkan dan meratakan warna kulit ● Meningkatkan Penghalang Kulit dan Hidrasi - Anti-pollution ● Menetralkan radikal bebas dan mendetoksifikasi kulit. ● Membersihkan dan mengencangkan pori-pori, memperbaiki kompleksitas kulit. Cocok untuk: Semua Jenis Kulit Cara Pemakaian: - Tuangkan sedikit Azarine Brightening Glow Facial Cleanser ke tangan Anda dan buat busa. - Oleskan busa tersebut ke wajah yang basah dan pijat dengan lembut dalam gerakan melingkar selama 1-2 menit. - Bilas hingga bersih dengan air. - Gunakan dua kali sehari, pagi dan malam, untuk hasil optimal. BPOM No: NA18241206873"
Azarine AHA-BHA-PHA Peeling Serum 20ml,39900.0,"MULTIFUNCTION PEELING SERUM Serum peeling dengan total AHA, BHA, PHA & enzymatic peeling mampu mengangkat sel kulit mati sekaligus membuat wajah tampak lebih cerah dan bersih. Serum multifungsi ini digunakan 1-3x seminggu saat malam saja. Hindari pemakaian serum ini dengan retinol dan niacinamide. Manfaat: 1. Mengangkat sel kulit mati kulit 2. Membantu proses pergantian sel kulit 3. Mencerahkan kulit akibat flek/ bekas jerawat 4. Merapatkan pori 5. Memperbaiki tekstur kulit (bopeng/ bruntusan) Full Ingridients: Aqua, Glycolic Acid, Lactic Acid, Mandelic Acid, Salicylic Acid, Portulaca Oleracea Extract, Carica Papaya Fruit Extract, Sodium Hyaluronate, Lactobionic Acid, Aloe Barbadensis Leaf Juice, Allantoin, Royal Jelly, Chlorphenesin, Phenoxyethanol, Xanthan Gum, Gluconobacter/Honey Ferment Filtrate. (Note: Ingredients From Natural Resources)",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/610a94595e5847fd9b7c94fb7cd27771~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-aha-bha-pha-peeling-serum-20ml-1731363354006751128?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Serum,Azarine,From Natural Resources)
Azarine Retinol Smooth Glowing Serum 20ml Ceramide Hitam Aging Memudarkan Mencerahkan - Retinol,54500.0,"GENTLE ENCAPSULATED RETINOL + CERAMIDE Serum retinol dengan teknologi capsulated dan slow release untuk merawat kulit dengan minim iritasi. Kombinasi retinol, ceramide dan resveratrol mampu menyamarkan kerut, noda hitam dan memperbaiki tekstur kulit. Serum multifungsi ini hanya dapat di gunakan saat malam hari. Manfaat: 1. Mengurangi garis halus & kerut 2. Menstimulasi produksi kolagen kulit 3. Mempercepat proses pergantian sel 4. Mencerahkan kulit 5. Merapatkan pori agar tampak lebih kecil Full Ingridients: Aqua, Allantoin, Glycerin, Propanediol, Chlorphenesin, Xanthan Gum, Phenoxyethanol, Sodium Hyaluronate, Portulaca Oleracea Extract, Retinol, Ceramide 3, Cucumis Sativus (Cucumber) Fruit Extract, Resveratrol. (Note: Ingredients From Natural Resources)",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/82ba40d30c1b4f72bd26bc9fcb7b83c8~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-retinol-smooth-glowing-serum-20ml-ceramide-hitam-aging-memudarkan-mencerahkan-1729437489963436952?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Serum,Azarine,From Natural Resources)
Azarine Brightening C-Glow Serum 20ml Acid Memudarkan - brightening c-glow,54500.0,"BRIGHTENING SERUM for Hyperpigmentation with High Vit C Serum wajah dengan kandungan tinggi vitamin C dan antioksidan untuk merawat kulit serta menangkal radikal bebas. Kandungan Tranexamic Acid, vitamin C dan Ferulic Acid bekerja secara sinergis untuk memudarkan noda hitam/ hiperpigmentasi. Di formulasikan dengan teknologi oxymoist agar kulit selalu segar, lembab dan kenyal. Kandungan Vitamin C 3% juga mampu memperlambat penuaan dini dan memudarkan kerut. Manfaat: 1. Mencerahkan & memudarkan flek hitam/ bekas jerawat 2. Meratakan warna kulit agar glowing 3. Mengurangi garis halus & kerut 4. Mengandung antioksidan untuk menangkal radikal bebas 5. Melembabkan & membuat kenyal Full Ingridients: Aqua, Glycerin, Centella Asiatica Extract, Terminalia Ferdinandiana Fruit Extract, Tranexamic Acid, Tocopheryl Acetate, Allantoin, Resveratrol, Ferulic Acid, Chlorphenesin, Xanthan Gum, Phenoxyethanol, Ascorbic Acid, Citric Acid, Rumex Occidentalis Extract, Sodium Ascorbyl Phosphate, Propanediol. (Note: Ingredients From Natural Resources)",https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/740601ce28ec422ebc7fe54bb1363494~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-brightening-c-glow-serum-20ml-acid-memudarkan-1729437488674737048?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Serum,Azarine,From Natural Resources)
[CLEARANCE SALE] Azarine Skincare Products | Sunscreen Moisturizer Cleanser Toner Serum - Active Bright Night cream,30000.0,AZARINE CLEARANCE SALE LIMITED STOCK,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/da952dea74d64bdea4706dc5b46b040a~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/clearance-sale-azarine-skincare-products-sunscreen-moisturizer-cleanser-toner-serum-1730616862807394200?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Sunblock,Azarine,Ingredients tidak ditemukan.
[BUNDLE] Azarine Micellar Water [2x90 ml] - [BUNDLE] Micellar Water [2x90 ml],78999.0,"1st Micellar Water WITH CERAMIDE 3 yang #BersihTotal dan #NoDrama karena tidak perih di mata! 1 BUNDLE BERISI 2 VARIAN: Terdapat 2 varian: - Ceramoist Botanical Micellar Water 90 ml = untuk daily make up - Xpress Micellar Oil Water 90 ml = untuk waterproof make up/ heavy make up Kelebihan: - Ramah skin barrier ( tidak kering/ efek ketarik/ membuat iritasi) - Dermatologically dan ophthalmologist ( mata & bibir) tested - No parfum, No alcohol, No mineral oil, Non comedogenic - Tidak pedih di area sekitar mata - pH balance formula - Mengandung bahan aktif dari ceramide & tumbuhan untuk merawat kulit - Ringan, tidak lengket & tidak meninggalkan residue 1. Ceramoist Botanical Micellar Water 90 ml Pembersih wajah dan make up sehari-hari yang tidak pedih di mata dengan 5 Actions Formula (Membersihkan,menenangkan, menutrisi, melindungi, dan melembapkan). Mengandung Ceramide 3 yang tidak membuat kulit terasa tertarik sehingga tetap bisa melindungi skin barrier. Dengan ekstrak Botanical Green Tea, Centella Asiatica, dan Hyaluronic Acid sehingga tetap bisa menenangkan, melembapkan, dan kaya antioksidan bagi kulit. Key Ingredients: 1. Ceramide 3 = Menghidrasi, melindungi, dan membantu memperbaiki lapisan kulit 2. Green Tea Water = Membersihkan, kaya antioksidan, dan anti-bakteri pemicu jerawat 3. Centella Asiatica = Membantu merapatkan pori, menenangkan kulit, dan anti inflamasi Cara Pakai: Tuang pada kapas secukupnya, usapkan ke seluruh wajah dengan lembut. Setelah kering bilas dengan air atau dapat dilanjutkan dengan menggunakan facial wash dari Azarine. Full Ingredients: Aqua, Camellia Sinensis Leaf Water, Centella Asiatica Extract ,Glycerin, Propanediol, Disodium Cocoyl Glutamate, Benzoic Acid, Sodium Hyaluronate, Disodium Edta, Ceramide 3, Xanthan Gum, Anhydroxylitol, Xylitylglucoside, Xylitol. (Note: Ingredients from Natural Resources) BPOM No: NA18221202736 2. Xpress Micellar Oil Water 90 ml Pembersih wajah ringan yang tidak pedih di mata dengan 5 Actions Formula (Membersihkan, menenangkan, menutrisi, melindungi, dan melembapkan). Mengandung kandungan alami Babassu Oil dari Brasil yang dapat digunakan untuk membersihkan waterproof makeup tanpa membuat kulit terasa lengket dan menjaganya tetap lembap. Kandungan Ceramide 3, Lotus Water, dan Hyaluronic Acid di dalamnya dapat membantu menenangkan, mendinginkan kulit, dan menjaga skin barrier. Key Ingredients: 1. Ceramide 3 = Menghidrasi, melindungi, dan membantu memperbaiki lapisan kulit 2. Babassu Oil = Membersihkan, mengangkat kotoran wajah, dan menjaga kelembapan kulit 3. Lotus Water = Membersihkan pori-pori dan menenangkan kulit 4. Hyaluronic Acid = Menghidrasi kulit hingga lapisan terdalam Cara Pakai: Tuang pada kapas secukupnya, usapkan ke seluruh wajah dengan lembut. Pada bagian makeup waterproof, kompres dan tekan lembut lebih lama hingga makeup terangkat pada kapas. Setelah kering bilas dengan air atau dapat dilanjutkan dengan menggunakan facial wash dari Azarine. Full Ingredients: Aqua, Nelumbo Nucifera Root Water, Babassu OilGlycereth-8 Esters, Glycerin, Propanediol, Disodium Cocoyl Glutamate, Sodium Hyaluronate, Cucumis Sativus (Cucumber) Fruit Extract, Benzoic Acid, Disodium Edta, Ceramide 3, Xanthan Gum, Anhydroxylitol, Xylitylglucoside, Xylitol. (Note: Ingredients from Natural Resources) BPOM No: NA18221203260",https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/45de468a0b5144d4b732bc995d2f5917~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/bundle-azarine-micellar-water-2x90-ml-1729533837335366552?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Micellar Water,Azarine,"1. Ceramide 3 = Menghidrasi, melindungi, dan membantu memperbaiki lapisan kulit 2. Green Tea Water = Membersihkan, kaya antioksidan, dan anti-bakteri pemicu jerawat 3. Centella Asiatica = Membantu merapatkan pori, menenangkan kulit, dan anti inflamasi Cara Pakai: Tuang pada kapas secukupnya, usapkan ke seluruh wajah dengan lembut. Setelah kering bilas dengan air atau dapat dilanjutkan dengan menggunakan facial wash dari Azarine. Full Ingredients: Aqua, Camellia Sinensis Leaf Water, Centella Asiatica Extract ,Glycerin, Propanediol, Disodium Cocoyl Glutamate, Benzoic Acid, Sodium Hyaluronate, Disodium Edta, Ceramide 3, Xanthan Gum, Anhydroxylitol, Xylitylglucoside, Xylitol. (Note: Ingredients from Natural Resources) BPOM No: NA18221202736 2. Xpress Micellar Oil Water 90 ml Pembersih wajah ringan yang tidak pedih di mata dengan 5 Actions Formula (Membersihkan, menenangkan, menutrisi, melindungi, dan melembapkan). Mengandung kandungan alami Babassu Oil dari Brasil yang"
Azarine C White Ultralight Hydraglow Day Cream 25g Mencerahkan Pencerah Pelembab Wajah - Ultralight,43900.0,"WHITENING MULTIDEFENSE DAY CREAM SPF 30 +++ #BRIGHT - PROTECT - YOUTHFUL GLOW Day cream pencerah kulit yang sangat ringan untuk di pakai sehari- hari atau di tumpuk make up. DI formulasi dengan gabungan bahan bahan herbal alami untuk menutrisi kulit sekaligus melindungi dari sinar UV matahari. Teknologi Whitening Multidefense tidak hanya melindungi kulit dari matahari tapi juga radikal bebas di sekitar kita agar kulit kita lebih kuat dan lembab. Dengan encapsulated sunscreen agent dapat di gunakan untuk kulit sensitif. FUNGSI: 1. Melindungi kulit dari sinar matahari ( UVA + UVB) dengan SPF 30 2. Melembabkan kulit 3. Menghaluskan kulit & memperbaiki sel pertahanan kulit ( skin barrier) 4. Mengandung antioksidan 5. Memperlambat penuaan dini / youth preserve 6. Dapat sebagai make up base untuk pagi/ siang hari KEY INGREDIENTS: 1. Kakadu Plum Australia: Sumber Vit C alami untuk mencerahkan kulit & menutrisi 2. Kolagen: anti aging, memperbaiki sel pertahanan kulit & menghaluskan kulit 3. Ginseng Korea: anti aging & membantu regenerasi sel kulit 4. Delima: Antioksidan untuk menangkal radikal bebas 5. Shea Butter: Super moisturizer, menyamarkan garis halus & natural SPF booster",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/9d4b9dfebdec46ce8ecf269d238d6bd3~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/azarine-c-white-ultralight-hydraglow-day-cream-25g-mencerahkan-pencerah-pelembab-wajah-1729382400718112664?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Krim Wajah,Azarine,"herbal alami untuk menutrisi kulit sekaligus melindungi dari sinar UV matahari. Teknologi Whitening Multidefense tidak hanya melindungi kulit dari matahari tapi juga radikal bebas di sekitar kita agar kulit kita lebih kuat dan lembab. Dengan encapsulated sunscreen agent dapat di gunakan untuk kulit sensitif. FUNGSI: 1. Melindungi kulit dari sinar matahari ( UVA + UVB) dengan SPF 30 2. Melembabkan kulit 3. Menghaluskan kulit & memperbaiki sel pertahanan kulit ( skin barrier) 4. Mengandung antioksidan 5. Memperlambat penuaan dini / youth preserve 6. Dapat sebagai make up base untuk pagi/ siang hari KEY INGREDIENTS: 1. Kakadu Plum Australia: Sumber Vit C alami untuk mencerahkan kulit & menutrisi 2. Kolagen: anti aging, memperbaiki sel pertahanan kulit & menghaluskan kulit 3. Ginseng Korea: anti aging & membantu regenerasi sel kulit 4. Delima: Antioksidan untuk menangkal radikal bebas 5. Shea Butter: Super moisturizer, menyamarkan garis halus & natural SPF booster"
[TWIN PACK] Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ 40ml - TWIN PACK CALM MY ACNE SUNSCREEN,70000.0,"((ISI 2 PCS)) CALM MY ACNE SUNSCREEN MOISTURISER SPF35 PA+++ DAILY SKIN PROTECTION FOR SUNSCREEN HATERS! Tabir surya dalam bentuk gel (water base) yang diformulasi khusus dengan tekstur yang ringan, nyaman, dan tanpa whitecast. Dengan perpaduan kandungan yang mampu merawat, menutrisi sekaligus melindungi skin barrier dari paparan sinar UV A & UV B, bluelight, serta polusi. Dapat digunakan untuk semua jenis kulit namun sangat cocok untuk kulit berjerawat, kulit berminyak, kulit kombinasi, dan kulit sensitif sekalipun. BPOM NA 18221701938",https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/110754b0aebf406db6dfcf5f62b36fbb~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/twin-pack-azarine-calm-my-acne-sunscreen-moisturiser-spf35-pa-40ml-1729586231626664856?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Sunblock,Azarine,Ingredients tidak ditemukan.
[BEST SELLER] Azarine Cicamide Barrier Sunscreen Moisturiser SPF35 PA+++ 40ml | Sunscreen Memperbaiki Skin Barrier Melembabkan - Cicamide Barrier,36000.0,"CICAMIDE BARRIER SUNSCREEN MOISTURISER SPF35 PA+++ DAILY SKIN PROTECTION FOR SUNSCREEN HATERS! Tabir surya dalam bentuk gel (water base) yang diformulasi khusus dengan tekstur yang ringan, nyaman, dan tanpa whitecast. Dengan perpaduan kandungan yang mampu merawat, menutrisi, sekahgus melindungi skin barrier dari paparan sinar UV A & UV B, bluelight, serta polusi. Dapat digunakan untuk semua jenis kulit namun sangat cocok untuk kulit normal, kulit kering, serta kulit sensitif sekalipun. Keunggulan : - Skin-identical ceramide = Memberikan perlindungan,pencegahan sekaligus revitalisasi kulit yang maksimal dengan 5 tipe ceramide - Untuk Jenis Kulit Sensitive & Skin Barrier Problems - Digunakan pagi hari - 0% Alcohol - 4in1 Protection - Dermatology tested Power Ingridients : - Kandungan 5X CERAMIDE yang mampu memberikan perlindungan.pencegahan serta revitalisasi kulit dengan meningkatkan elastisitas&kelembapan yang maksimal - Kandungan CENTELLA ASIATICA yang memberikan sensasi soothing&calmin dan mengandung anti-inflamasi dan anti bakteri - Kandungan SQUALANE yang dapat melindungi, memperbaiki sekaligus melembapkan skin-barrier - Kandungan ECTOIN yang mampu melindungi kulit dari paparan bluelight&polusi yang dapat memperbaiki skin barrier dan menunda penuaan dini",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/c99c8f9e78124f52bd71e9929475675f~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/best-seller-azarine-cicamide-barrier-sunscreen-moisturiser-spf35-pa-40ml-sunscreen-memperbaiki-skin-barrier-melembabkan-1731362848988497816?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Sunblock,Azarine,Ingredients tidak ditemukan.
[Twin Pack] Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ 40ml [2x40ml] | Sunscreen Kulit Berjerawat Acne Prone,70000.0,"((ISI 2 PCS)) CALM MY ACNE SUNSCREEN MOISTURISER SPF35 PA+++ DAILY SKIN PROTECTION FOR SUNSCREEN HATERS! Tabir surya dalam bentuk gel (water base) yang diformulasi khusus dengan tekstur yang ringan, nyaman, dan tanpa whitecast. Dengan perpaduan kandungan yang mampu merawat, menutrisi sekaligus melindungi skin barrier dari paparan sinar UV A & UV B, bluelight, serta polusi. Dapat digunakan untuk semua jenis kulit namun sangat cocok untuk kulit berjerawat, kulit berminyak, kulit kombinasi, dan kulit sensitif sekalipun. BPOM NA 18221701938",https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/676fe47ddba142d7b5ded53e81ad2b1f~.jpeg.webp?ect=4g,https://www.tokopedia.com/azarinecosmetics/twin-pack-azarine-calm-my-acne-sunscreen-moisturiser-spf35-pa-40ml-2x40ml-sunscreen-kulit-berjerawat-acne-prone-1731406738923358104?extParam=src%3Dshop%26whid%3D5943564&aff_unique_id=&channel=others&chain_key=,Sunblock,Azarine,Ingredients tidak ditemukan.
